================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | r   c   d   d   d   d   d   d   v   v   v   v   v   v 
 in 1e-09 sec | s   l   b   b   b   b   b   b   g   g   g   g   g   g 
              | t   k   g   g   g   g   g   g   a   a   a   a   a   a 
              |         _   _   _   _   _   _   _   _   _   _   _   _ 
              |         i   i   i   i   i   i   h   v   c   r   g   b 
              |         n   n   n   n   n   n   s   s   l             
              |         p   p   p   p   p   p   y   y   k             
              |         u   u   u   u   u   u   n   n                 
              |         t   t   t   t   t   t   c   c                 
              |         s   s   s   s   s   s                         
              |         _   _   _   _   _   _                         
              |         5   5   5   5   5   5                         
              |         _   _   _   _   _   _                         
              |         0   0   0   0   0   0                         
              |         _   _   _   _   _   _                         
              |         5   4   3   2   1   0                         
================================================================================
     925120.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     925200.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     925280.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     925360.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     925440.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     925520.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     925600.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     925680.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     925760.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     925840.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     925920.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926000.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     926080.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926160.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     926240.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926320.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     926400.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926480.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     926560.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926640.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     926720.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926800.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     926880.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     926960.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     927040.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     927120.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     927200.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     927280.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     927360.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     927440.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     927520.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     927600.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     927680.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     927760.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     927840.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     927920.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     928000.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     928080.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
     928160.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
     928162.2 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     928240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     928320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     928400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     928480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     928560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     928640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     928720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     928800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     928880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     928960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     929040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     929120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     929200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     929280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     929360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     929440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     929520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     929600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     929680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     929760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     929840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     929920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     930080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     930240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     930400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     930560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     930720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     930880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     930960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     931040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     931120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     931200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     931280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     931360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     931440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     931520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     931600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     931680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     931760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     931840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     931920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     932080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     932240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     932400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     932560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     932720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     932880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     932960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     933040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     933120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     933200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     933280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     933360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     933440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     933520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     933600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     933680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     933760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     933840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     933920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     934080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     934240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     934400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     934560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     934720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     934880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     934960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     935040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     935120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     935200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     935280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     935360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     935440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     935520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     935600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     935680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     935760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     935840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     935920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     936080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     936240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     936400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     936560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     936720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     936880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     936960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     937040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     937120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     937200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     937280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     937360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     937440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     937520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     937600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     937680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     937760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     937840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     937920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     938080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     938240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     938400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     938560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     938720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     938880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     938960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     939040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     939120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     939200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     939280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     939360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     939440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     939520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     939600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     939680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     939760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     939840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     939920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     940080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     940240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     940400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     940560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     940720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     940880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     940960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     941040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     941120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     941200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     941280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     941360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     941440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     941520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     941600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     941680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     941760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     941840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     941920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     942080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     942240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     942400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     942560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     942720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     942880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     942960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     943040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     943120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     943200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     943280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     943360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     943440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     943520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     943600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     943680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     943760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     943840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     943920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     944080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     944240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     944400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     944560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     944720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     944880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     944960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     945040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     945120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     945200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     945280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     945360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     945440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     945520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     945600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     945680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     945760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     945840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     945920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     946080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     946240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     946400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     946560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     946720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     946880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     946960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     947040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     947120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     947200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     947280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     947360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     947440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     947520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     947600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     947680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     947760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     947840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     947920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     948080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     948240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     948400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     948560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     948720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     948880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     948960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     949040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     949120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     949200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     949280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     949360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     949440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     949520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     949600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     949680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     949760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     949840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     949920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     950080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     950240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     950400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     950560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     950720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     950880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     950960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     951040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     951120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     951200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     951280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     951360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     951440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     951520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     951600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     951680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     951760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     951840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     951920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     952080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     952240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     952400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     952560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     952720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     952880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     952960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     953040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     953120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     953200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     953280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     953360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     953440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     953520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     953600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     953680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     953760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     953840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     953920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     954080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     954240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     954400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     954560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     954720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     954880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
     954960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
     955040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
