====================================================================================================================================
                                                               S L S                                                                
                                                            version: 3.3                                                            
                                                S I M U L A T I O N   R E S U L T S                                                 
====================================================================================================================================
 time         | c   r   s   r   r   r   r   r   r   r   r   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   a   a   a   a   a   a   a   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   m   m   m   m   m   m   m   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   _   _   _   _   _   _   _   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   a   a   a   a   a   a   a   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   d   d   d   d   d   d   d   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   d   d   d   d   d   d   d   d   d   d   d   d   d   d   d       t   t 
              |         n   u   r   r   r   r   r   r   r   r   r   r   r   r   r   r   r       a   a 
              |             t   _   _   _   _   _   _   _   _   _   _   _   _   _   _   _       _   _ 
              |                 i   i   i   i   i   i   i   o   o   o   o   o   o   o   o       i   o 
              |                 n   n   n   n   n   n   n   u   u   u   u   u   u   u   u       n   u 
              |                 _   _   _   _   _   _   _   t   t   t   t   t   t   t   t           t 
      35425.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0   1   0
      35425.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0   1   0
      35428.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      35429.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   1   0
      35506.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   1   0
      35588.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      35590.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      35591.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      35591.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   1   0   0
      35670.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   1   0   0
      35752.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   1   1   0
      35752.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   1   1   1
      35753.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      35753.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   1   1
      35753.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   1   0
      35753.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      35754.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      35834.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      35916.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      35917.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      35917.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      35920.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   0   1   0
      35921.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   1   0
      35998.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   1   0
      36080.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      36082.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      36083.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   1   0   0
      36083.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   1   0   0
      36162.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   1   0   0
      36244.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   1   1   0
      36244.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   1   1   1   1
      36245.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   1   1   1
      36245.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   1   1   0
      36245.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      36326.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      36408.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      36409.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      36409.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      36412.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0   1   0
      36413.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   1   0
      36490.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   1   0
      36572.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      36574.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      36575.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   1   0   0
      36575.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   1   0   0
      36654.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   1   0   0
      36736.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   1   1   0
      36736.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   1   1   1
      36737.5 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      36737.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   1   1
      36737.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   1   0
      36737.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      36818.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      36900.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      36901.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      36901.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      36904.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   0   1   0
      36905.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   1   0
      36982.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   1   0
      37064.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      37066.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      37067.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   1   0   0
      37067.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   0   0
      37146.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   0   0
      37228.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   1   0
      37228.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   1   1   1
      37229.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      37229.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   1   0
      37229.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      37310.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      37392.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      37393.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      37393.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      37396.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      37397.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   1   0
      37474.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   1   0
      37556.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      37558.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      37559.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   1   0   0
      37559.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   0   0
      37638.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   0   0
      37720.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   1   0
      37720.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      37721.4 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   1   1   1
      37721.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   1   1
      37721.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      37721.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      37722.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      37722.5 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   0   1   0
      37802.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   0   1   0
      37884.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   0   0   0
      37885.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   0   0   0
      37885.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   0   0   0
      37888.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      37966.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      38048.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      38050.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   1   1   0
      38051.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   1   1   1
      38051.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
      38130.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   1   1   1
      38212.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   1   0   1
      38212.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   1   1   0   0
      38213.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   1   0   0
      38213.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0   0   0
      38294.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0   0   0
      38376.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0   1   0
      38377.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0   1   0
      38377.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0   1   0
      38380.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      38458.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      38540.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      38542.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   1   1   0
      38543.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   1   1   1
      38543.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   1   1   1
      38622.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   1   1   1
      38704.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   1   1   1
      38705.5 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   1   1
      38705.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   1   1   1
      38705.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   1   1   0
      38705.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   0   1   0
      38786.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   0   1   0
      38868.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   0   0   0
      38869.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   0   0   0
      38869.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   0   0   0
      38872.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      38950.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      39032.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      39034.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      39035.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   1   1
      39035.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   1   1   1
      39114.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   1   1   1
      39196.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   1   0   1
      39196.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   1   1   0   0
      39197.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      39197.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      39278.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      39360.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      39361.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      39361.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      39364.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      39442.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      39524.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      39526.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   1   1   0
      39527.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   1   1   1
      39527.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   1   1
      39606.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   1   1
      39688.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   0   1
      39688.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      39689.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      39689.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      39689.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      39690.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      39770.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      39852.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      39853.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      39853.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      39856.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      39934.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      40016.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   0   1   0
      40018.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   1   1   0
      40019.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   1   1   1   1
      40019.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   1   1   1
      40098.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   1   1   1
      40180.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   1   0   1
      40180.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      40181.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      40181.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      40262.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      40344.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      40345.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      40345.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      40348.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      40426.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      40508.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0   1   0
      40510.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   1   1   0
      40511.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   1   1   1
      40511.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   1   1   1
      40590.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   1   1   1
      40672.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   1   0   1
      40672.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      40673.5 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      40673.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      40673.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      40754.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      40836.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      40837.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      40837.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      40840.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      40918.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      41000.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   0   1   0
      41002.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   1   1   0
      41003.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   1   1   1   1
      41003.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   1   1
      41082.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   1   1
      41164.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   0   1
      41164.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      41165.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      41165.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      41246.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      41328.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      41329.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      41329.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      41332.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      41410.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      41492.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      41494.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   1   1   0
      41495.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   1   1   1
      41495.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   1   1
      41574.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   1   1
      41656.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   0   1
      41656.2 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      41657.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      41657.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      41658.1 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      41738.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      41820.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      41821.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      41821.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      41825.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      41902.0 | 0   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      41984.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   1   0   0   0
      41986.8 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   1   1   0   0
      41987.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   1   0   0
      42066.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   1   0   0
      42148.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   1   1   1   0
      42149.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   1   1   0
      42149.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      42230.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      42312.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      42313.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      42313.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      42317.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      42394.0 | 0   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      42476.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   0   0   0   0
      42478.8 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   1   0   1   0   0
      42479.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   1   0   0
      42558.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   1   0   0
      42640.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   1   1   0
      42641.5 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   1   1   0
      42641.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      42641.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      42722.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      42804.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      42805.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      42805.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      42809.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      42886.0 | 0   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      42968.0 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   0   1   0   0   0
      42970.8 | 1   0   0   0   0   0   1   1   0   0   0   0   1   1   1   1   1   0   1   1   0   0
      42971.8 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      43050.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      43132.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      43133.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   1   1   0
      43133.9 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      43214.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      43296.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      43297.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1   0
