================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   r   r   r   r   r   r   r   r   r   r   s   r 
 in 1e-09 sec | l   e   t   a   a   a   a   a   a   a   a   a   a   a   c   e 
              | k   s   a   m   m   m   m   m   m   m   m   m   m   m   o   a 
              |     e   r   _   _   _   _   _   _   _   _   _   _   _   r   d 
              |     t   t   i   o   a   a   a   a   a   a   a   a   w   e   y 
              |             n   u   d   d   d   d   d   d   d   d   r         
              |                 t   d   d   d   d   d   d   d   d   i         
              |                     r   r   r   r   r   r   r   r   t         
              |                     _   _   _   _   _   _   _   _   e         
      65280.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      65285.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      65285.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      65440.0 | 0   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      65600.0 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      65603.1 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      65606.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      65760.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      65920.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      65922.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      66080.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      66240.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      66400.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      66560.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      66565.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      66565.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      66565.8 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      66720.0 | 0   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      66880.0 | 1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   0
      66883.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      66886.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      67040.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      67200.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      67202.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      67202.4 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      67203.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      67203.7 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      67360.0 | 0   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      67520.0 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      67680.0 | 0   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      67840.0 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      67843.9 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      67844.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      67845.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      68000.0 | 0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      68160.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      68163.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      68320.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      68480.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      68640.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      68800.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      68802.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      68804.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      68805.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      68960.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      69120.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      69280.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      69440.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      69442.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      69600.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      69760.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      69920.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      70080.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      70082.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      70084.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      70085.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      70240.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      70400.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      70560.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      70720.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      70722.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      70880.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      71040.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      71200.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      71360.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      71362.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      71364.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      71365.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      71520.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      71680.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      71840.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      72000.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      72002.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      72160.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      72320.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      72480.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      72640.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      72642.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      72644.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      72645.4 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      72800.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      72960.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      72963.8 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      72965.8 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      73120.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      73280.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      73282.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      73440.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      73600.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      73760.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      73920.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      74080.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      74240.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      74242.2 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      74400.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      74560.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      74720.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      74880.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      75040.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      75200.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      75202.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      75360.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      75520.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      75680.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      75840.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      76000.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      76160.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      76162.2 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      76320.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      76480.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      76640.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      76800.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      76960.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      77120.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      77122.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      77280.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      77440.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      77600.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      77760.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      77920.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      78080.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      78082.2 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      78240.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      78400.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      78560.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      78720.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      78880.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      79040.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      79042.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      79200.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      79360.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      79520.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      79680.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      79840.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      80000.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      80002.2 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80160.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80320.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80480.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80640.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80800.0 | 0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80960.0 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      80962.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      81120.0 | 0   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      81280.0 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      81280.8 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   1   0
      81286.2 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   1   0
      81440.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   1   0
      81600.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   1   0
      81600.7 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      81760.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      81920.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      81924.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      81925.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      81925.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      81925.8 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      82080.0 | 0   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      82240.0 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      82243.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      82246.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      82400.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      82560.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      82562.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      82563.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      82564.7 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      82720.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      82880.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      83040.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      83200.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      83204.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      83205.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      83205.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      83205.8 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      83360.0 | 0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      83520.0 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      83523.1 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      83526.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      83680.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      83840.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      83842.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      83843.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      83844.7 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      84000.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      84160.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      84320.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      84480.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      84484.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      84485.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      84485.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      84485.8 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      84640.0 | 0   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      84800.0 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      84803.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      84806.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      84960.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      85120.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      85122.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      85123.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      85124.7 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      85280.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      85440.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      85600.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      85760.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      85764.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      85765.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      85765.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      85765.8 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      85920.0 | 0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      86080.0 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      86083.1 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      86086.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      86240.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      86400.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      86402.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      86403.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      86404.7 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      86560.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      86720.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      86880.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      87040.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      87044.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      87045.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      87045.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      87045.8 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      87200.0 | 0   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      87360.0 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      87363.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      87366.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      87520.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      87680.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      87682.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      87683.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      87684.7 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      87840.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88000.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88160.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88320.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88324.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      88325.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      88325.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      88325.8 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      88480.0 | 0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      88640.0 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      88643.1 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      88646.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88800.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88960.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      88962.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      88963.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      88964.7 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      89120.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      89280.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      89440.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      89600.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      89604.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      89605.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      89605.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      89605.8 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      89760.0 | 0   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      89920.0 | 1   0   1   1   1   0   0   0   1   1   0   0   0   0   0   0
      89923.1 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      89926.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      90080.0 | 0   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      90240.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      90242.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      90243.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      90244.7 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      90400.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      90560.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      90720.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      90880.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      90884.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      90885.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      90885.7 | 1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   0
      90885.8 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      91040.0 | 0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      91200.0 | 1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0
      91203.2 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      91206.2 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      91206.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      91206.9 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      91360.0 | 0   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      91520.0 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      91522.0 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      91522.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      91523.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      91680.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      91840.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      92000.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      92160.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      92163.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      92165.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      92165.8 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      92320.0 | 0   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      92480.0 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      92483.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      92484.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      92486.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      92640.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      92800.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      92802.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      92803.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      92804.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      92960.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      93120.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      93280.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      93440.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      93443.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      93445.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      93445.8 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      93600.0 | 0   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      93760.0 | 1   0   1   1   1   0   0   0   1   0   0   0   1   0   0   0
      93763.1 | 1   0   1   1   0   0   0   0   1   0   0   0   1   0   0   0
      93764.4 | 1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0
      93766.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      93920.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      94080.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      94082.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      94083.7 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      94084.7 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      94240.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      94400.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      94560.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      94720.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      94723.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      94725.2 | 1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      94725.8 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      94880.0 | 0   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      95040.0 | 1   0   1   1   1   0   0   0   1   0   0   0   0   0   0   0
      95043.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      95044.4 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      95046.2 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      95200.0 | 0   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      95360.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
      95362.2 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      95363.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      95364.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      95520.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      95680.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      95840.0 | 0   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      96000.0 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
